indicatorId,geoUnit,year,type,subtype,value
20063,ARM,2023,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ARM,2024,Source,Data sources,Source: UIS Dynamic template based on UIS Education Survey
20063,ATG,2007,Data Status,Data reporting,NA
20063,ATG,2007,Source,Data sources,UIS Education Survey
20063,ATG,2008,Data Status,Data reporting,NA
20063,ATG,2008,Source,Data sources,UIS Education Survey
20063,ATG,2009,Data Status,Data reporting,NA
20063,ATG,2009,Source,Data sources,UIS Education Survey
20063,ATG,2010,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2010 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Digest-2010.pdf)
20063,ATG,2011,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2012 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Digest-2012.pdf)
20063,ATG,2012,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2012 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Digest-2012.pdf)
20063,ATG,2013,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2012 - 2015 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Statistical-Digest-2012-2015.pdf)
20063,ATG,2014,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2012 - 2015 ; OECS Educational Statistical Digest 2013 - 14 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Statistical-Digest-2012-2015.pdf ; https://www.oecs.org/en/our-work/knowledge/library/education-statistical-digest-2013-2014/download)
20063,ATG,2015,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Educational Statistical Digest 2012 - 2015 (https://statistics.gov.ag/wp-content/uploads/2017/11/Education-Statistical-Digest-2012-2015.pdf ; https://drive.google.com/file/d/1JOPeC0HatGegCcvJRJOkqWYnzZReZ_LF/view)
20063,ATG,2016,Source,Data sources,Source: UIS Dynamic Template based on OECS Educational Statistical Digest 2015 - 16 (https://www.oecs.org/en/our-work/knowledge/library/oecs-education-digital-digest-2015-2016/download)
20063,ATG,2017,Source,Data sources,Source: UIS Dynamic Template based on OECS Educational Statistical Digest 2016 - 17 (https://www.oecs.org/en/our-work/knowledge/library/education/oecs-education-statistical-digest)
20063,ATG,2018,Source,Data sources,Source: UIS Dynamic Template based on OECS Educational Statistical Digest 2017 - 18 (https://www.oecs.org/en/our-work/knowledge/library/oecs-education-digital-digest-2017-2018/download)
20063,ATG,2019,Source,Data sources,Source: UIS Dynamic Template based on OECS Educational Statistical Digest 2018 - 19 (https://www.oecs.org/en/our-work/knowledge/library/education-statistical-digest-2018-19/download)
20063,ATG,2022,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Annual Data Collection Form 2021-2022
20063,ATG,2023,Source,Data sources,Source: UIS Dynamic Template based on Antigua and Barbuda Annual Data Collection Form 2022-2023
20063,AUS,2000,Data Status,Data reporting,NA
20063,AUS,2000,Source,Data sources,UIS Education Survey
20063,AUS,2001,Data Status,Data reporting,NA
20063,AUS,2001,Source,Data sources,UIS Education Survey
20063,AUS,2002,Data Status,Data reporting,NA
20063,AUS,2002,Source,Data sources,UIS Education Survey
20063,AUS,2003,Data Status,Data reporting,NA
20063,AUS,2003,Source,Data sources,UIS Education Survey
20063,AUS,2004,Data Status,Data reporting,NA
20063,AUS,2004,Source,Data sources,UIS Education Survey
20063,AUS,2005,Data Status,Data reporting,NA
20063,AUS,2005,Source,Data sources,UIS Education Survey
20063,AUS,2006,Data Status,Data reporting,NA
20063,AUS,2006,Source,Data sources,UIS Education Survey
20063,AUS,2007,Data Status,Data reporting,NA
20063,AUS,2007,Source,Data sources,UIS Education Survey
20063,AUS,2008,Data Status,Data reporting,NA
20063,AUS,2008,Source,Data sources,UIS Education Survey
20063,AUS,2009,Data Status,Data reporting,NA
20063,AUS,2009,Source,Data sources,UIS Education Survey
